,USER,2022-06_ALLOCATIONS,2022-06_CURTAILMENT,2022-06_DEMAND,2022-06_SHORTAGE_%,BASIN,PRIORITY
0,A001983,0.00020219999999999998,0,0.0002022,0,R_04_MSRR,54
1,A003421,0.00020219999999999998,0,0.0002022,0,R_04_MSRR,57
2,A003565,0.09,0,0.09,0,R_06_MSRR,58
3,A003601,2.16,0,2.16,0,R_04_MSRR,59
4,A004308,1.345,0,1.345,0,R_05_MSRR,61
5,A004832,3.165,0,3.165,0,R_04_MSRR,62
6,A006854,0.00020219999999999998,0,0.0002022,0,R_05_MSRR,66
7,A006855,1.235,0,1.235,0,R_05_MSRR,67
8,A008974,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,68
9,A011383,1.33,0,1.33,0,R_02_MSRR,71
10,A011846,1.665,0,1.665,0,R_09_MSRR,72
11,A012919A,0.00020219999999999998,0,0.0002022,0,R_03_MSRR,10000
12,A012919B,222.44,0,222.44,0,R_03_MSRR,76
13,A012958,9.215,0,9.215,0,R_04_MSRR,78
14,A013030A,0.00020219999999999998,0,0.0002022,0,R_06_MSRR,79
15,A013030B,3.03,0,3.03,0,R_06_MSRR,80
16,A013126A,0.415,0,0.415,0,R_10_MSRR,81
17,A013126B,0.365,0,0.365,0,R_10_MSRR,82
18,A013182A01,1.375,0,1.375,0,R_12_MSRR,84
19,A013182A02,0.33,0,0.33,0,R_12_MSRR,85
20,A013182B,1.38,0,1.38,0,R_12_MSRR,86
21,A013217,38.78,0,38.78,0,R_12_MSRR,87
22,A013270,6.87,0,6.87,0,R_04_MSRR,88
23,A013277,0.115,0,0.115,0,R_09_MSRR,89
24,A013281A01,7.83,0,7.83,0,R_12_MSRR,474
25,A013281A02,5.125,0,5.125,0,R_12_MSRR,475
26,A013281A03,0.815,0,0.815,0,R_12_MSRR,476
27,A013281B,0.00020219999999999998,0,0.0002022,0,R_12_MSRR,90
28,A013287,1.4,0,1.4,0,R_04_MSRR,91
29,A013288,4.38,0,4.38,0,R_04_MSRR,92
30,A013289,0.55,0,0.55,0,R_09_MSRR,93
31,A013331,0.165,0,0.165,0,R_12_MSRR,94
32,A013391,0.00020219999999999998,0,0.0002022,0,R_12_MSRR,95
33,A013468,0.29,0,0.29,0,R_12_MSRR,96
34,A013474,0.875,0,0.875,0,R_10_MSRR,97
35,A013528,1.36,0,1.36,0,R_05_MSRR,98
36,A013529,1.85,0,1.85,0,R_02_MSRR,99
37,A013557,0.00020219999999999998,0,0.0002022,0,R_02_MSRR,101
38,A013579,0.44,0,0.44,0,R_12_MSRR,103
39,A013661,11.9,0,11.9,0,R_06_MSRR,105
40,A013706,0.63,0,0.63,0,R_02_MSRR,107
41,A013749,0.00020219999999999998,0,0.0002022,0,R_06_MSRR,110
42,A013753,0.00278333,0,0.002783334,0,R_06_MSRR,111
43,A013755,2.29,0,2.29,0,R_06_MSRR,112
44,A013758,2.65,0,2.65,0,R_09_MSRR,113
45,A013789,0.00020219999999999998,0,0.0002022,0,R_10_MSRR,114
46,A013810,0.225,0,0.225,0,R_09_MSRR,115
47,A013811,0.715,0,0.715,0,R_09_MSRR,116
48,A013831,0.63,0,0.63,0,R_10_MSRR,117
49,A013832,0.44,0,0.44,0,R_10_MSRR,118
50,A013862,0.55,0,0.55,0,R_09_MSRR,119
51,A013863,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,120
52,A013864,0.4,0,0.4,0,R_09_MSRR,121
53,A013874,1.065,0,1.065,0,R_12_MSRR,122
54,A013932,0.365,0,0.365,0,R_09_MSRR,123
55,A013933,0.00020219999999999998,0,0.0002022,0,R_10_MSRR,124
56,A013973,0.39,0,0.39,0,R_04_MSRR,126
57,A013974,0.00020219999999999998,0,0.0002022,0,R_04_MSRR,127
58,A013984,0.24,0,0.24,0,R_10_MSRR,128
59,A013985,0.365,0,0.365,0,R_10_MSRR,129
60,A013987,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,130
61,A013989,0.24,0,0.24,0,R_12_MSRR,131
62,A014030,0.6,0,0.6,0,R_10_MSRR,132
63,A014033,5.665,0,5.665,0,R_10_MSRR,133
64,A014034,1.865,0,1.865,0,R_10_MSRR,134
65,A014044A,1.3,0,1.3,0,R_10_MSRR,135
66,A014044B,0.615,0,0.615,0,R_10_MSRR,136
67,A014045,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,137
68,A014047,0.005,0,0.005,0,R_12_MSRR,138
69,A014048,4.285,0,4.285,0,R_10_MSRR,139
70,A014049,7.24,0,7.24,0,R_10_MSRR,140
71,A014051,2.205,0,2.205,0,R_10_MSRR,141
72,A014065,0.00020219999999999998,0,0.0002022,0,R_10_MSRR,142
73,A014144,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,143
74,A014160,0.00020219999999999998,0,0.0002022,0,R_04_MSRR,144
75,A014172,0.00020219999999999998,0,0.0002022,0,R_09_MSRR,145
76,A014206,0.375,0,0.375,0,R_05_MSRR,146
77,A014215,1.225,0,1.225,0,R_09_MSRR,147
78,A014245,0.00109967,0,0.001099667,0,R_09_MSRR,148
79,A014246,0.37,0,0.37,0,R_09_MSRR,149
80,A014259A,6.0,0,6.0,0,R_02_MSRR,150
81,A014304,0.00020219999999999998,0,0.0002022,0,R_05_MSRR,151
82,A014339,0.00020219999999999998,0,0.0002022,0,R_12_MSRR,152
