USER,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
S015118,Y,R_14_M,Y,N,10000000,RIPARIAN,0.16,0.09,0.1033333,0.69,0.79,1.0433333,1.6733333,2.63,2.23,1.2733333,0.3466667,0.0233333,N,N,N
S004347,Y,R_14_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.593333333,1.6933333330000002,1.993333333,2.3033333330000003,2.47,1.6533333330000002,0.0002022,0.0002022,N,N,N
S014059,Y,R_14_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.066666667,0.166666667,0.1,0.833333333,2.0333333330000003,2.266666667,0.533333333,0.6,0.0002022,0.0002022,N,N,N
S018157,Y,R_14_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.533333333,2.066666667,4.233333333,8.3,9.066666667,6.933333332999999,0.8666666670000001,0.2,0.0002022,N,N,N
S018160,Y,R_14_M,Y,N,10000000,RIPARIAN,0.5,0.7,0.26666666699999997,0.4,0.7,1.133333333,1.3666666669999998,1.233333333,1.166666667,1.233333333,0.9,0.8,N,N,N
S021353,Y,R_14_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S005225,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.474949333,1.055276,1.055276,1.055276,1.055276,0.474949333,0.0002022,0.0002022,N,N,N
S005226,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.404479333,1.044649333,1.044649333,1.044649333,1.044649333,0.404479333,0.0002022,0.0002022,N,N,N
S008661,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.08766666699999999,0.08766666699999999,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S008664,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015520,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,1.0,2.0,0.0002022,2.0,3.0,3.0,2.5,2.0,0.0002022,0.0002022,N,N,N
S015823,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.4,0.0002022,0.0002022,0.025,0.065,0.065,0.075,0.055,0.04,0.0002022,0.0002022,N,N,N
S015865,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,2.0,1.5,3.0,3.5,3.5,4.0,3.5,3.0,0.0002022,0.0002022,N,N,N
S016054,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.10533900000000002,0.26359899999999997,0.255365,0.418991,0.367514667,0.557152333,0.728683667,0.080814667,0.032274332999999995,0.0002022,N,N,N
S016059,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.10856066699999999,0.065469667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.018000000000000002,0.33839066700000003,0.299488667,0.0002022,N,N,N
S016060,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.039462667,0.032462667,0.220216667,0.193429,0.236313667,0.68498,0.462391,0.191121333,0.0002022,0.0002022,N,N,N
S016069,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.005,0.0002022,0.14481333300000002,0.114188333,0.35318033299999996,0.368979,0.701048333,0.155686,0.00010133299999999999,0.0002022,N,N,N
S018138,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.513333333,0.856666667,0.18,0.0002022,0.06,0.0002022,N,N,N
S018141,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.652407333,0.709074,0.427501333,0.0002022,0.053333333,0.0002022,N,N,N
S019027,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,1.64,3.3,0.206666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.0,0.0002022,0.0002022,N,N,Y
S019030,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.02,0.76,2.4666666669999997,3.7966666669999998,4.2,3.72,2.21,0.0002022,0.0002022,N,N,N
S019045,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,2.29,4.4,0.08666666699999999,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.7566666669999997,0.0002022,0.0002022,N,N,Y
S020596,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S021488,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.066666667,0.1,0.1,1.2,1.2,1.266666667,1.133333333,1.0,0.0002022,0.0002022,N,N,N
S021568,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.41666666700000005,0.166666667,0.083333333,1.166666667,1.5833333330000001,2.0,2.5,2.066666667,0.083333333,0.0002022,N,N,N
S021990,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S021991,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S022287,Y,R_15_M,Y,N,10000000,RIPARIAN,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S022857,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,1.266666667,6.333333333,10.46666667,10.0,6.733333332999999,5.333333333,3.066666667,0.0002022,N,N,N
S022859,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S025301,Y,R_15_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.05,0.0002022,0.083333333,2.0,1.466666667,0.35,0.46666666700000003,0.0002022,0.0002022,0.0002022,N,N,N
S014924,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S014925,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.533333333,0.2,0.533333333,0.833333333,0.233333333,0.0002022,0.0002022,N,N,N
S015828,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.11466666699999999,0.531666667,0.752,1.296666667,1.09,0.819666667,0.10333333300000001,0.0002022,N,N,N
S015944,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.0002022,0.0002022,0.033333333,0.0002022,0.1,5.366666667,1.033333333,0.1,0.0002022,0.0002022,0.0002022,N,N,N
S016032,Y,R_16_M,Y,N,10000000,RIPARIAN,0.016372333,0.016372333,0.016372333,0.016372333,0.081861667,0.081861667,0.081861667,0.081861667,0.081861667,0.081861667,0.016372333,0.016372333,N,N,N
S016038,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.051102999999999996,0.047056333,0.159582,0.346327667,0.40758233299999996,0.885235667,0.9931409999999999,1.087593,0.129406667,0.007190333,0.0002022,N,N,N
S016039,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.44492200000000004,0.322233,0.0002022,0.005,0.0005,0.0002022,0.0002022,0.0002022,0.030062000000000002,0.0002022,0.0002022,N,N,N
S016046,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,0.109470333,0.003046,0.158559333,0.266917,0.301268667,0.881021333,0.9403530000000001,1.3392709999999999,0.012609,0.000261,0.0002022,N,N,N
S016047,Y,R_16_M,Y,N,10000000,RIPARIAN,0.0002022,6.13e-05,0.004666667,0.002291333,0.00033333300000000006,0.577455333,0.42307566700000004,0.8201940000000001,0.723866,0.000666667,0.0002022,0.0002022,N,N,N
S016048,Y,R_16_M,Y,N,10000000,RIPARIAN,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,N,N,N
