USER,2022-09_ALLOCATIONS,2022-09_CURTAILMENT,2022-09_DEMAND,2022-09_SHORTAGE_%,BASIN,PRIORITY
S004347,2.11569085,1,2.47,14.344500000000007,R_14_M,10000000
S005225,0.9039019341800001,1,1.055276,14.344499999999998,R_15_M,10000000
S005226,0.8947996094278149,1,1.044649333,14.344500000000007,R_15_M,10000000
S008661,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S008664,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S009291,1.3190947,1,1.54,14.344500000000004,R_17_M,10000000
S009292,7.129392783047813,1,8.323333332999999,14.344500000000007,R_17_M,10000000
S014059,0.4568293330478149,1,0.533333333,14.34450000000001,R_14_M,10000000
S014080,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S014081,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S014082,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S014083,1.2562806669521849,1,1.466666667,14.344500000000004,R_17_M,10000000
S014084,2.455457666952185,1,2.866666667,14.344500000000002,R_17_M,10000000
S014085,0.828003166952185,1,0.966666667,14.344500000000002,R_17_M,10000000
S014090,1.466666667,0,1.466666667,0,R_18_M,10000000
S014091,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S014096,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S014097,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S014910,1.5119999999999998,0,1.5119999999999998,0,R_19_M,10000000
S014924,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S014925,0.713795833047815,1,0.833333333,14.344499999999998,R_16_M,10000000
S014926,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S014927,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S014928,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S014929,1.199177,1,1.4,14.344499999999998,R_17_M,10000000
S014930,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S014931,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S015118,1.91011765,1,2.23,14.344500000000004,R_14_M,10000000
S015214,0.3666666670000001,0,0.3666666670000001,0,R_19_M,10000000
S015273,0.300936667,0,0.300936667,0,R_24_M,10000000
S015334,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S015459,1.29339805,1,1.51,14.344500000000002,R_17_M,10000000
S015460,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S015461,0.125,0,0.125,0,R_18_M,10000000
S015462,0.0856555,1,0.1,14.34450000000001,R_17_M,10000000
S015463,1.6845581669521847,1,1.966666667,14.34450000000001,R_17_M,10000000
S015473,0.342622,1,0.4,14.34450000000001,R_17_M,10000000
S015474,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S015520,2.1413875,1,2.5,14.344499999999998,R_15_M,10000000
S015823,0.047110525,1,0.055,14.344499999999998,R_15_M,10000000
S015828,0.93364495,1,1.09,14.344500000000004,R_16_M,10000000
S015865,2.9979424999999997,1,3.5,14.344500000000007,R_15_M,10000000
S015900,0.5,0,0.5,0,R_19_M,10000000
S015901,0.00020219999999999998,0,0.00020219999999999998,0,R_19_M,10000000
S015944,0.0856555,1,0.1,14.34450000000001,R_16_M,10000000
S016032,0.07011902017718499,1,0.081861667,14.344500000000007,R_16_M,10000000
S016038,0.931583222115,1,1.087593,14.344500000000002,R_16_M,10000000
S016039,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016046,1.147159271405,1,1.339271,14.344500000000002,R_16_M,10000000
S016047,0.62003104163,1,0.723866,14.344500000000002,R_16_M,10000000
S016048,0.856555,1,1.0,14.344500000000004,R_16_M,10000000
S016049,0.781458538717815,1,0.912327333,14.344500000000002,R_16_M,10000000
S016050,1.4535852554478148,1,1.697013333,14.344500000000007,R_16_M,10000000
S016051,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016052,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016053,0.29407845848499997,1,0.343327,14.344500000000007,R_16_M,10000000
S016054,0.624157638387185,1,0.728683667,14.344500000000002,R_15_M,10000000
S016055,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016056,1.10007016028,1,1.284296,14.344500000000004,R_16_M,10000000
S016057,1.273456593045,1,1.486719,14.344499999999998,R_16_M,10000000
S016058,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016059,0.015417990000000001,1,0.018000000000000002,14.344500000000004,R_15_M,10000000
S016060,0.39606332300499997,1,0.462391,14.344500000000007,R_15_M,10000000
S016061,0.21111739528218498,1,0.246472667,14.34450000000001,R_16_M,10000000
S016062,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016065,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S016066,0.012848324999999999,1,0.015,14.344500000000004,R_16_M,10000000
S016067,0.560998698907185,1,0.6549476670000001,14.344500000000007,R_16_M,10000000
S016068,0.097173309852185,1,0.113446667,14.344499999999998,R_16_M,10000000
S016069,0.6004864548728149,1,0.701048333,14.344500000000012,R_15_M,10000000
S016322,0.4,0,0.4,0,R_18_M,10000000
S016680,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S016681,1.2562806669521849,1,1.466666667,14.344500000000004,R_17_M,10000000
S016682,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S016683,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S016684,1.266666667,0,1.266666667,0,R_18_M,10000000
S016685,2.833333333,0,2.833333333,0,R_18_M,10000000
S016686,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S016731,0.245119,0,0.245119,0,R_24_M,10000000
S016732,0.802852999042185,1,0.937304667,14.344500000000004,R_17_M,10000000
S017033,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S017034,0.7594633489621849,1,0.886648667,14.344500000000007,R_17_M,10000000
S017035,2.4928157419550003,1,2.9102810000000003,14.344499999999998,R_17_M,10000000
S017036,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S017037,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S017038,0.778480868305,1,0.908851,14.344500000000002,R_16_M,10000000
S018138,0.15417989999999998,1,0.18,14.344500000000007,R_15_M,10000000
S018141,0.36617840428781495,1,0.427501333,14.344500000000007,R_15_M,10000000
S018157,5.938781333047814,1,6.933333332999999,14.344500000000007,R_14_M,10000000
S018160,0.999314166952185,1,1.166666667,14.344500000000007,R_14_M,10000000
S018213,0.157035083047815,1,0.183333333,14.344499999999996,R_16_M,10000000
S018216,0.17702136695218498,1,0.206666667,14.344500000000007,R_16_M,10000000
S018222,0.48823634999999993,1,0.57,14.344500000000004,R_16_M,10000000
S018225,1.4161709330478152,1,1.6533333330000002,14.344499999999998,R_16_M,10000000
S018640,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S019027,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S019030,3.1863846,1,3.72,14.34450000000001,R_15_M,10000000
S019045,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S019384,1.321949883047815,1,1.543333333,14.34450000000001,R_16_M,10000000
S019760,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S019763,12.97680825,1,15.15,14.344500000000004,R_17_M,10000000
S020596,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S020828,4.833333333,0,4.833333333,0,R_18_M,10000000
S021353,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_14_M,10000000
S021488,0.9707623330478149,1,1.133333333,14.344500000000004,R_15_M,10000000
S021568,2.1413875,1,2.5,14.344499999999998,R_15_M,10000000
S021990,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S021991,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S022015,2.169939333047815,1,2.5333333330000003,14.344500000000012,R_17_M,10000000
S022016,0.856555,1,1.0,14.344500000000004,R_17_M,10000000
S022017,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S022287,1.73195421e-05,1,2.022e-05,14.344500000000004,R_15_M,10000000
S022288,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S022400,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
S022463,0.228700185,1,0.267,14.344500000000004,R_16_M,10000000
S022466,0.684459966942185,1,0.799084667,14.344499999999998,R_16_M,10000000
S022528,0.3140701669521851,1,0.3666666670000001,14.344500000000002,R_17_M,10000000
S022598,0.057103666952184995,1,0.066666667,14.344500000000007,R_16_M,10000000
S022607,0.00020219999999999998,0,0.00020219999999999998,0,R_24_M,10000000
S022857,5.767470333047814,1,6.733333332999999,14.34450000000001,R_15_M,10000000
S022859,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_15_M,10000000
S024131,0.006137775,0,0.006137775,0,R_21_M,10000000
S024349,0.046666667,0,0.046666667,0,R_19_M,10000000
S024495,1.049279875,1,1.225,14.344499999999998,R_16_M,10000000
S024511,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S024512,0.200178901842815,1,0.233702333,14.344500000000002,R_16_M,10000000
S024513,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S025042,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_16_M,10000000
S025066,0.0008595110000000001,0,0.0008595110000000001,0,R_18_M,10000000
S025301,0.399725666952185,1,0.466666667,14.344500000000002,R_15_M,10000000
S025305,2.5696649999999996,1,3.0,14.344500000000012,R_16_M,10000000
S025343,1.6531511499999998,1,1.93,14.344500000000007,R_17_M,10000000
S025344,0.43113268304781494,1,0.5033333329999999,14.344500000000002,R_17_M,10000000
S025345,2.195635983047815,1,2.563333333,14.344500000000007,R_17_M,10000000
S025346,1.938669483047815,1,2.2633333330000003,14.344500000000007,R_17_M,10000000
S025479,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S025484,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S025485,0.00017319542099999998,1,0.00020219999999999998,14.344500000000002,R_17_M,10000000
S025486,0.057103666952184995,1,0.066666667,14.344500000000007,R_17_M,10000000
S025487,1.1706251669521848,1,1.3666666669999998,14.344500000000007,R_17_M,10000000
S025488,0.0028551830478149996,1,0.003333333,14.34450000000001,R_17_M,10000000
S026919,0.533333333,0,0.533333333,0,R_24_M,10000000
S027969,3.597531,1,4.2,14.344500000000002,R_17_M,10000000
S028233,0.00020219999999999998,0,0.00020219999999999998,0,R_18_M,10000000
