USER,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
S015118,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.16,0.09,0.1,0.69,0.79,1.04,1.67,2.63,2.23,1.27,0.34,0.02,N,N,N
S004347,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.59,1.69,1.99,2.3,2.47,1.65,0.0002022,0.0002022,N,N,N
S014059,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.06,0.16,0.1,0.83,2.03,2.26,0.53,0.6,0.0002022,0.0002022,N,N,N
S018157,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.53,2.06,4.23,8.3,9.06,6.93,0.86,0.2,0.0002022,N,N,N
S018160,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.5,0.7,0.26,0.4,0.7,1.13,1.36,1.23,1.16,1.23,0.9,0.8,N,N,N
S021353,Y,R_14_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S005225,Y,R_15_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.47,1.05,1.05,1.05,1.05,0.47,0.0002022,0.0002022,N,N,N
S005226,Y,R_15_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.4,1.04,1.04,1.04,1.04,0.4,0.0002022,0.0002022,N,N,N
S008661,Y,R_15_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.08,0.08,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
S008664,Y,R_15_M,Y,N,10000000.0,RIPARIAN,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
