,USER,2022-06_ALLOCATIONS,2022-06_CURTAILMENT,2022-06_DEMAND,2022-06_SHORTAGE_%,BASIN,PRIORITY
0,A002723,0.00020219999999999998,0,0.0002022,0.0,R_01,55
1,A002928,0.0,1,0.0002022,100.0,R_13,56
2,A004307,0.00020219999999999998,0,0.0002022,0.0,R_01,60
3,A006464,0.00020219999999999998,0,0.0002022,0.0,R_01,63
4,A006642,0.00020219999999999998,0,0.0002022,0.0,R_01,64
5,A006805A,0.00020219999999999998,0,0.0002022,0.0,R_01,65
6,A009832A,0.00322233,0,0.0032223340000000003,0.0,R_01,69
7,A009832B,0.00020219999999999998,0,0.0002022,0.0,R_01,70
8,A012232,0.00020219999999999998,0,0.0002022,0.0,R_05,73
9,A012525,0.00020219999999999998,0,0.0002022,0.0,R_11,74
10,A012850,0.00020219999999999998,0,0.0002022,0.0,R_12,278
11,A012951,3.665,0,3.665,0.0,R_09,77
12,A013161,0.01,0,0.01,0.0,R_11,83
13,A013533,0.00020219999999999998,0,0.0002022,0.0,R_12,100
14,A013578,0.00042199999999999996,0,0.00042199999999999996,0.0,R_11,102
15,A013633,0.00020219999999999998,0,0.0002022,0.0,R_06,104
16,A013695,0.18,0,0.18,0.0,R_11,106
17,A013716,0.00020219999999999998,0,0.0002022,0.0,R_12,108
18,A013729,1.715,0,1.715,0.0,R_11,109
19,A013967,0.33,0,0.33,0.0,R_12,125
20,A014466,0.00020219999999999998,0,0.0002022,0.0,R_12,155
21,A014735,0.00020219999999999998,0,0.0002022,0.0,R_12,162
22,A014749,0.00020219999999999998,0,0.0002022,0.0,R_12,163
23,A014826,0.0,1,62.5,100.0,R_13,166
24,A014841,0.00020219999999999998,0,0.0002022,0.0,R_12,167
25,A014842,0.00020219999999999998,0,0.0002022,0.0,R_12,168
26,A014872,0.00020219999999999998,0,0.0002022,0.0,R_12,171
27,A014904,0.00020219999999999998,0,0.0002022,0.0,R_11,174
28,A015075,0.00020219999999999998,0,0.0002022,0.0,R_12,179
29,A015187,0.015,0,0.015,0.0,R_04,184
30,A015314,0.00020219999999999998,0,0.0002022,0.0,R_12,187
31,A015521,0.00020219999999999998,0,0.0002022,0.0,R_12,193
32,A015610,0.00020219999999999998,0,0.0002022,0.0,R_01,194
33,A015663,0.00020219999999999998,0,0.0002022,0.0,R_01,195
34,A015854,0.00020219999999999998,0,0.0002022,0.0,R_09,214
35,A016077,0.00020219999999999998,0,0.0002022,0.0,R_11,217
36,A016086,0.00020219999999999998,0,0.0002022,0.0,R_02,218
37,A016141,0.025,0,0.025,0.0,R_08,219
38,A016347,0.00020219999999999998,0,0.0002022,0.0,R_01,225
39,A016381,0.00020219999999999998,0,0.0002022,0.0,R_02,227
40,A016443,0.00020219999999999998,0,0.0002022,0.0,R_06,231
41,A016467,0.00020219999999999998,0,0.0002022,0.0,R_11,232
42,A016825,0.03,0,0.03,0.0,R_06,243
43,A016961,0.00020219999999999998,0,0.0002022,0.0,R_10,244
44,A016973,0.00020219999999999998,0,0.0002022,0.0,R_06,245
45,A017091A,0.00020219999999999998,0,0.0002022,0.0,R_01,246
46,A017091B,0.00020219999999999998,0,0.0002022,0.0,R_01,247
47,A017091C,0.00020219999999999998,0,0.0002022,0.0,R_01,248
48,A017240,0.165,0,0.165,0.0,R_01,253
49,A017271,0.00020219999999999998,0,0.0002022,0.0,R_02,254
50,A017642,0.00020219999999999998,0,0.0002022,0.0,R_04,261
51,A017745,0.00020219999999999998,0,0.0002022,0.0,R_09,262
