USER,2022-10_ALLOCATIONS,2022-10_CURTAILMENT,2022-10_DEMAND,2022-10_SHORTAGE_%,BASIN,PRIORITY
S000652,6e-06,0,6e-06,0.0,R_14,10000000
S016892,0.00020219999999999998,0,0.00020219999999999998,0.0,R_14,10000000
S004347,1.6533333330000002,0,1.6533333330000002,0.0,R_14_M,10000000
S014059,0.6,0,0.6,0.0,R_14_M,10000000
S015118,1.2733333,0,1.2733333,0.0,R_14_M,10000000
S018157,0.8666666670000001,0,0.8666666670000001,0.0,R_14_M,10000000
S018160,1.233333333,0,1.233333333,0.0,R_14_M,10000000
S021353,0.00020219999999999998,0,0.00020219999999999998,0.0,R_14_M,10000000
S019926,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15,10000000
S005225,0.474949333,0,0.474949333,0.0,R_15_M,10000000
S005226,0.404479333,0,0.404479333,0.0,R_15_M,10000000
S008661,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S008664,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S015520,2.0,0,2.0,0.0,R_15_M,10000000
S015823,0.04,0,0.04,0.0,R_15_M,10000000
S015865,3.0,0,3.0,0.0,R_15_M,10000000
S016054,0.080814667,0,0.080814667,0.0,R_15_M,10000000
S016059,0.33839066700000003,0,0.33839066700000003,0.0,R_15_M,10000000
S016060,0.191121333,0,0.191121333,0.0,R_15_M,10000000
S016069,0.155686,0,0.155686,0.0,R_15_M,10000000
S018138,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S018141,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S019027,2.0,0,2.0,0.0,R_15_M,10000000
S019030,2.21,0,2.21,0.0,R_15_M,10000000
S019045,2.756666667,0,2.756666667,0.0,R_15_M,10000000
S020596,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S021488,1.0,0,1.0,0.0,R_15_M,10000000
S021568,2.066666667,0,2.066666667,0.0,R_15_M,10000000
S021990,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S021991,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S022287,2.022e-05,0,2.022e-05,0.0,R_15_M,10000000
S022857,5.333333333,0,5.333333333,0.0,R_15_M,10000000
S022859,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S025301,0.00020219999999999998,0,0.00020219999999999998,0.0,R_15_M,10000000
S009168,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S013563,0.33,0,0.33,0.0,R_16,10000000
S013709,0.01166,0,0.01166,0.0,R_16,10000000
S013760,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S013814,0.97,0,0.97,0.0,R_16,10000000
S014058,0.6333333329999999,0,0.6333333329999999,0.0,R_16,10000000
S015916,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S018153,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S018190,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S019406,0.066666667,0,0.066666667,0.0,R_16,10000000
S019409,0.1,0,0.1,0.0,R_16,10000000
S019412,0.066666667,0,0.066666667,0.0,R_16,10000000
S019972,0.59,0,0.59,0.0,R_16,10000000
S020134,0.029154443,0,0.029154443,0.0,R_16,10000000
S022703,0.1,0,0.1,0.0,R_16,10000000
S023678,0.706666667,0,0.706666667,0.0,R_16,10000000
S023680,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S023682,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S025228,0.00020219999999999998,0,0.00020219999999999998,0.0,R_16,10000000
S025235,0.039456667,0,0.039456667,0.0,R_16,10000000
