BASIN,2022-08_ALLOCATIONS,2022-08_AVAILABLE_FLOW,2022-08_DEMAND,2022-09_ALLOCATIONS,2022-09_AVAILABLE_FLOW,2022-09_DEMAND,2022-10_ALLOCATIONS,2022-10_AVAILABLE_FLOW,2022-10_DEMAND
R_14,0.00184002,9.8179623,0.00184002,0.00184002,6.803087899999999,0.00184002,0.00184002,5.3948302,0.00184002
R_14_M,13.88705,112.01194066649406,21.137859467000002,0.0,0.0,16.688749133,0.0,0.0,7.755743800000001
R_15,2.61797704,2.6179782,3.129672573,1.84442104,1.8444249000000001,2.4033170729999997,0.8365910400000001,1.5667391000000002,0.836591507
R_15_M,21.3827444,113.51225280936339,34.884348022000005,0.0,0.0,32.720676983000004,0.0,0.0,22.771873221000007
R_16,6.3800794199999995,6.380079549000001,8.334175813000005,2.96128942,2.9612913170000006,4.266044345999999,3.3585418770000004,3.5216914170000013,3.3585422129999998
R_16_M,27.5501722,121.33206155401564,32.035816462999996,0.0,0.0,37.30901780299999,0.0,0.0,25.796136666000002
R_17,0.0694264,6.4475996129999995,0.0694264,0.0664264,4.33558548,0.0664264,1.9931538,3.5406771800000003,1.9931531339999995
R_17_M,62.319671199999995,125.13967191660066,96.907340597,0.0,0.0,39.360378399000005,0.0,0.0,17.075141199
R_18,7.49913242,14.067199011000003,7.499135753000001,5.129321119999999,9.120473463,5.129324453,2.5954858199999995,7.641601135099999,2.595489852
R_18_M,40.11471109999999,299.7013447814132,330.112224159,0.0,0.0,304.866164107,0.0,0.0,294.636164164
R_19,0.022493,5.732026099999999,0.022493,0.013493,4.046076599999999,0.013492999999999998,0.013493,3.2725233,0.013492999999999998
R_19_M,53.1867,301.8302502282104,53.19433867,0.0,0.0,46.87100533,0.0,0.0,42.31793633
R_20,2.0294068899999997,43.25725804,2.0294063430000002,1.63497939,24.938399125,1.634979332,1.7359632499999997,17.935146795,1.735962456
R_21,4.24267894,24.279013267,4.242675606999999,8.217023939999999,15.792106434000003,8.217021107,7.07718974,11.9458118,7.0771855729999995
R_21_M,106.0764622,341.71873533423565,124.98003722600001,0.0,0.0,111.24440691699999,0.0,0.0,89.151690437
R_22,0.70153044,185.63155700000002,0.701530173,0.47765584000000005,139.62036233299997,0.47765584000000005,0.46586184,107.4082672,0.46586150700000006
R_23,0.0,0.0,0.290612533,0.3406121999999999,8.514056499999999,0.340612533,11.028264700000003,47.1578428,11.028264067
R_24,0.0,0.0,0.389686013,0.11096717999999998,13.814183332999995,0.110967213,3.426143379999999,154.10235706900002,3.4261463469999995
R_24_M,17.201213199999998,170.9907588179615,17.201415400000002,0.0,0.0,0.0016175999999999999,0.0,0.0,0.0016175999999999999
R_25,3.3533534999999994,267.409125827,3.3533514669999995,3.3164219999999998,269.147441027,3.3164199999999995,1.1988919999999998,567.85716756,1.1988879999999997
R_26,3.4982875999999994,231.15173356,3.4982842669999994,2.2482875999999994,220.04430156,2.2482842669999994,1.5382875999999996,465.18135886000005,1.5382842669999996
R_27,0.09817121999999999,231.15215818000001,0.09817121999999999,0.09565658999999999,220.04472618000003,0.09565655399999998,8.07218279,465.18178348000004,8.072179421000001
R_28,0.6678802000000001,38.091332200000004,0.6678798669999999,0.6678802000000001,49.437079399999995,0.6678798669999999,0.6678802000000001,103.343081967,0.6678798669999999
